gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn
Male,0,No,No,22,Yes,No,Fiber optic,No internet service,No,No,No,No,No,One year,Yes,Credit card (automatic),71.42,1603.07,0
Female,0,No,No,39,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,44.63,1722.62,0
Female,0,No,No,59,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.04,4270.64,0
Male,0,No,No,31,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),100.03,3123.08,0
Female,0,No,Yes,14,Yes,No,DSL,No,Yes,No internet service,Yes,No,No,Month-to-month,No,Mailed check,93.45,1234.54,0
Female,0,No,No,12,Yes,No,Fiber optic,No internet service,Yes,No internet service,No internet service,No internet service,No,One year,Yes,Electronic check,76.69,932.76,0
Male,0,No,Yes,4,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,One year,No,Mailed check,99.69,402.35,1
Male,0,Yes,No,51,Yes,Yes,Fiber optic,No internet service,Yes,No,No,No,No,Two year,Yes,Mailed check,102.65,5218.7,0
Female,0,No,No,40,Yes,No,Fiber optic,No internet service,No,No internet service,Yes,No internet service,No,Month-to-month,Yes,Mailed check,123.92,4989.04,0
Male,1,No,Yes,52,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),105.02,5479.22,1
Female,0,No,No,49,Yes,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.69,4414.19,1
Male,0,No,No,14,Yes,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),98.02,1413.33,1
Female,0,No,No,6,Yes,No,Fiber optic,Yes,No,No internet service,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),77.31,443.22,1
Male,0,Yes,No,39,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),61.6,2381.06,1
Male,0,Yes,No,27,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),96.03,2646.67,1
Male,1,No,No,31,Yes,Yes,DSL,Yes,No,No internet service,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),92.71,2906.1,0
Female,0,No,No,14,Yes,No,No,No internet service,No internet service,No,Yes,No,No,Month-to-month,Yes,Electronic check,78.76,1079.16,1
Female,1,No,Yes,69,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),64.16,4326.85,0
Female,1,No,Yes,64,Yes,No,DSL,Yes,No internet service,Yes,No internet service,No,No,Month-to-month,No,Electronic check,62.5,4019.6,0
Male,0,Yes,No,3,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,57.74,197.52,1
Male,0,No,No,10,Yes,No,Fiber optic,No,Yes,No,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),107.67,1016.08,0
Male,0,Yes,No,25,No,Yes,Fiber optic,No,No internet service,No,No,No,No internet service,One year,Yes,Electronic check,105.35,2591.32,0
Male,0,Yes,No,60,Yes,No,Fiber optic,No internet service,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,104.07,6223.81,0
Female,0,Yes,No,36,Yes,No,Fiber optic,No,No,No internet service,No internet service,No,No,Month-to-month,No,Credit card (automatic),38.44,1406.46,1
Male,1,No,No,22,Yes,Yes,Fiber optic,No,Yes,No,No,No,No internet service,Two year,No,Electronic check,59.22,1427.02,0
Male,1,No,No,39,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),62.28,2484.81,1
Female,0,No,Yes,22,No,No,DSL,Yes,No internet service,No,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),51.82,1064.62,0
Female,0,Yes,No,15,Yes,No,No,No,No internet service,Yes,No,No,No,Month-to-month,No,Electronic check,125.88,1866.39,0
Male,0,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,No internet service,No,Month-to-month,Yes,Electronic check,82.01,4915.87,1
Male,0,No,No,67,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Two year,No,Mailed check,79.86,5375.74,0
Male,0,Yes,Yes,30,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),56.02,1639.98,0
Female,0,No,No,52,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,No,No,Month-to-month,No,Bank transfer (automatic),95.86,5013.95,0
Male,0,Yes,Yes,24,No,Yes,Fiber optic,No internet service,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,135.75,3232.35,0
Male,0,No,No,43,Yes,No,DSL,No,Yes,No,No,No internet service,No internet service,One year,Yes,Credit card (automatic),72.43,3143.64,0
Male,0,No,No,11,Yes,No,No,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,62.99,696.68,1
Female,0,No,No,8,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No internet service,Two year,No,Electronic check,67.28,640.51,0
Male,0,Yes,No,11,Yes,No,DSL,No internet service,No internet service,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,60.34,712.68,0
Female,1,Yes,No,68,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),69.91,4819.57,0
Female,1,No,No,53,Yes,No,No,Yes,Yes,No,No,Yes,No,One year,No,Electronic check,51.66,2685.1,0
Female,0,No,No,53,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),43.4,2273.6,0
Female,0,No,No,27,No,Yes,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),69.36,1889.08,0
Female,0,No,Yes,55,Yes,Yes,DSL,No internet service,No,Yes,Yes,No,No internet service,One year,No,Credit card (automatic),72.43,3921.98,0
Male,0,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No,No,Month-to-month,Yes,Electronic check,61.81,4255.35,1
Male,0,Yes,No,57,Yes,No,DSL,No,No,No,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),113.71,6487.99,0
Female,0,Yes,Yes,41,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),82.46,3435.86,1
Female,1,Yes,Yes,37,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Mailed check,92.27,3438.11,0
Male,0,Yes,No,67,Yes,No,No,No,Yes,No internet service,No,No,No internet service,One year,Yes,Electronic check,93.07,6237.93,0
Female,0,Yes,No,52,Yes,Yes,No,No internet service,No internet service,No,Yes,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),73.14,3797.15,0
Male,0,No,Yes,32,No,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),76.56,2411.48,0
Male,0,Yes,Yes,70,Yes,Yes,DSL,Yes,No,No,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),44.19,3051.88,1
Female,0,No,No,55,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,89.68,4976.83,0
Male,0,Yes,No,71,No,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),60.0,4293.4,0
Male,0,No,No,50,Yes,No,Fiber optic,No,No,No internet service,No,No internet service,No,One year,No,Credit card (automatic),50.81,2602.2,0
Male,0,Yes,No,42,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),109.06,4553.24,1
Female,0,Yes,No,14,Yes,No,DSL,No internet service,No,No,Yes,Yes,No,One year,Yes,Electronic check,30.03,476.55,0
Male,0,Yes,No,37,No,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,121.57,4489.26,0
Male,0,No,No,14,Yes,No,No,No internet service,No internet service,No,Yes,No,No,One year,Yes,Bank transfer (automatic),119.2,1697.8,0
Male,0,No,Yes,4,Yes,No,Fiber optic,No internet service,Yes,No,No internet service,No,No,One year,No,Mailed check,63.33,317.9,0
Female,0,No,No,53,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Credit card (automatic),123.56,6652.23,0
Female,0,No,No,50,Yes,Yes,Fiber optic,Yes,No internet service,No,No,No internet service,Yes,Two year,Yes,Credit card (automatic),43.35,2221.12,1
Female,0,No,Yes,9,Yes,Yes,No,Yes,No internet service,No,Yes,No internet service,No,Month-to-month,No,Mailed check,99.82,908.52,1
Female,0,Yes,No,11,No,No,Fiber optic,No internet service,Yes,Yes,No internet service,No,Yes,Month-to-month,Yes,Electronic check,70.5,803.55,1
Male,0,Yes,No,3,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,No internet service,No,Two year,Yes,Bank transfer (automatic),18.0,116.45,0
Male,0,No,No,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No,Yes,Month-to-month,Yes,Mailed check,51.07,903.69,1
Male,0,No,Yes,35,Yes,No,DSL,No,Yes,Yes,No internet service,Yes,Yes,Month-to-month,No,Electronic check,64.76,2246.64,0
Male,0,Yes,No,24,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),93.37,2271.62,0
Female,0,No,Yes,35,No,No,DSL,No,No internet service,Yes,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),55.69,2014.33,0
Female,0,No,No,66,Yes,Yes,DSL,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),61.81,4170.08,0
Female,0,No,No,8,Yes,No,Fiber optic,No,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),86.23,692.95,0
Male,0,No,Yes,60,No,Yes,Fiber optic,No internet service,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.64,5022.56,0
Female,1,No,No,52,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),67.25,3408.02,0
Female,0,No,No,17,Yes,No,No,No internet service,No,No,No internet service,No,No internet service,Month-to-month,No,Credit card (automatic),60.91,1075.25,0
Male,0,No,Yes,42,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,98.18,4046.89,0
Male,1,No,Yes,34,Yes,No,Fiber optic,Yes,No internet service,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),60.75,2081.5,0
Male,0,Yes,No,62,Yes,No,Fiber optic,No,Yes,Yes,No,No internet service,No internet service,One year,No,Credit card (automatic),34.32,2181.72,0
Female,0,No,No,3,Yes,No,Fiber optic,No,No internet service,No,No,Yes,No internet service,Month-to-month,Yes,Mailed check,58.17,166.35,1
Male,0,Yes,No,40,Yes,No,No,Yes,Yes,No internet service,No,No,Yes,Month-to-month,Yes,Mailed check,86.4,3381.2,1
Female,1,Yes,No,44,Yes,No,DSL,No,No internet service,No,Yes,No,No,Month-to-month,No,Credit card (automatic),65.52,2819.88,1
Female,0,No,No,49,Yes,No,Fiber optic,No,No internet service,No,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),54.92,2645.09,1
Male,1,Yes,No,27,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),32.36,867.52,1
Female,0,Yes,No,41,No,No,Fiber optic,No,No internet service,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),65.68,2753.09,0
Female,0,Yes,Yes,68,Yes,No,DSL,No internet service,No,Yes,No,No,No,Month-to-month,No,Mailed check,76.84,5225.71,0
Male,0,Yes,No,0,Yes,No,DSL,Yes,No internet service,No internet service,Yes,No internet service,No,One year,No,Bank transfer (automatic),39.78,0.0,0
Female,0,Yes,No,38,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,64.32,2496.2,0
Female,0,Yes,No,16,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Mailed check,37.18,609.65,0
Female,0,No,No,34,Yes,Yes,Fiber optic,Yes,No internet service,No,Yes,Yes,No,Two year,Yes,Electronic check,66.14,2245.18,0
Male,1,No,No,45,Yes,No phone service,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Mailed check,121.76,5454.32,1
Female,0,No,Yes,41,Yes,No,DSL,No,Yes,No,No,No internet service,No,Month-to-month,Yes,Mailed check,75.15,3088.61,0
Male,1,Yes,No,38,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),22.55,884.02,1
Male,0,No,No,48,Yes,Yes,Fiber optic,Yes,No,No,No internet service,No,No,Two year,No,Bank transfer (automatic),79.93,3852.7,0
Female,0,Yes,No,61,Yes,Yes,No,Yes,Yes,No,No,No internet service,No,Two year,No,Credit card (automatic),109.35,6645.42,0
Male,0,Yes,No,37,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,28.48,1002.16,1
Female,0,No,Yes,22,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,38.64,943.21,1
Male,0,No,No,21,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),77.75,1664.46,1
Male,0,No,No,3,Yes,No,DSL,Yes,No internet service,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),67.39,219.95,0
Female,0,No,No,48,Yes,No,Fiber optic,No,No,No,No internet service,No,No,Month-to-month,Yes,Mailed check,106.34,5129.64,0
Male,0,No,No,58,Yes,No,Fiber optic,No internet service,No internet service,Yes,No internet service,Yes,No,One year,No,Credit card (automatic),64.58,3800.71,0
Female,1,No,No,67,No,No,No,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,94.76,6325.53,0
Female,0,No,Yes,70,No,No,Fiber optic,No,Yes,No,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),115.84,8102.32,0
Female,0,Yes,No,1,Yes,Yes,No,No,No,No,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),43.97,6.34,1
Female,0,No,No,48,No,Yes,No,No,No,No,Yes,No,No,Two year,Yes,Mailed check,92.43,4436.28,0
Female,0,Yes,No,30,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,57.97,1705.3,0
Male,0,No,No,39,No,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),18.0,651.68,0
Female,0,No,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Mailed check,84.29,3880.65,0
Female,0,Yes,No,50,No,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,87.98,4481.9,1
Female,0,Yes,No,42,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),23.52,971.11,0
Female,0,Yes,No,54,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,No,No,Two year,Yes,Bank transfer (automatic),56.38,3068.86,0
Male,0,Yes,No,48,Yes,No,Fiber optic,No internet service,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),51.31,2467.7,1
Male,0,No,Yes,56,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),94.3,5305.66,0
Male,1,Yes,No,14,Yes,Yes,No,Yes,No,Yes,Yes,No,No internet service,Month-to-month,Yes,Electronic check,23.52,229.1,0
Male,0,No,No,26,No,Yes,DSL,Yes,No internet service,No,No,No,No,One year,Yes,Mailed check,73.2,1879.71,0
Female,0,No,No,67,Yes,Yes,No,No internet service,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,18.0,1263.98,0
Female,0,Yes,No,63,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),81.39,5224.72,1
Female,0,Yes,No,29,Yes,Yes,DSL,No,No,No,No,No internet service,No,Two year,Yes,Bank transfer (automatic),73.75,2120.52,0
Female,1,No,No,35,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,54.67,1900.99,1
Female,0,No,Yes,66,Yes,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,112.85,7501.42,0
Female,0,Yes,No,48,No,No,DSL,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),18.0,886.04,0
Female,0,No,Yes,54,Yes,No,DSL,Yes,Yes,No internet service,No,No,No,Two year,Yes,Electronic check,69.46,3752.32,0
Female,0,Yes,No,55,Yes,Yes,No,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),105.93,5822.92,1
Female,0,No,No,67,Yes,No,DSL,No,No,No,Yes,No,No,One year,No,Electronic check,73.86,4920.1,0
Female,0,No,No,43,Yes,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),110.98,4741.87,0
Male,0,Yes,Yes,30,Yes,Yes,No,No,No,Yes,No,No internet service,No,Two year,No,Bank transfer (automatic),56.48,1701.0,0
Male,1,Yes,No,57,Yes,No,DSL,Yes,No internet service,Yes,No,No,No internet service,One year,No,Bank transfer (automatic),64.99,3720.26,0
Female,0,Yes,Yes,52,No,Yes,No,No,Yes,Yes,Yes,No,Yes,One year,No,Mailed check,107.0,5582.44,0
Female,0,Yes,No,22,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,96.84,2096.21,0
Male,1,Yes,No,27,Yes,Yes,Fiber optic,No,No internet service,No internet service,Yes,Yes,No,Two year,Yes,Credit card (automatic),141.98,3900.09,0
Female,0,Yes,No,15,Yes,Yes,Fiber optic,No internet service,Yes,No,No,Yes,No,Two year,Yes,Mailed check,73.08,1015.14,0
Female,0,Yes,No,36,Yes,No,Fiber optic,No internet service,No internet service,No,No,Yes,Yes,Month-to-month,No,Electronic check,76.01,2762.84,1
Female,0,No,No,20,Yes,No,Fiber optic,No,No internet service,No,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),56.16,1096.2,0
Female,1,Yes,Yes,16,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,No,No,Two year,Yes,Electronic check,63.88,978.79,0
Female,0,Yes,Yes,36,Yes,Yes,No,No internet service,No,No internet service,No internet service,No,No,Two year,Yes,Mailed check,102.34,3668.0,0
Male,1,No,No,18,Yes,No phone service,Fiber optic,Yes,Yes,No,No,No,No internet service,Two year,No,Credit card (automatic),69.99,1180.24,0
Female,0,No,No,29,Yes,No,Fiber optic,No,No,No,No internet service,Yes,No internet service,One year,Yes,Electronic check,45.78,1345.33,0
Male,0,No,No,44,Yes,No,DSL,No,Yes,No internet service,No,No,No,Month-to-month,Yes,Bank transfer (automatic),58.72,2664.4,0
Female,0,No,No,17,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),67.29,1111.72,1
Female,0,Yes,No,61,Yes,No,Fiber optic,No internet service,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,47.72,3028.46,0
Female,0,No,Yes,35,Yes,Yes,No,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,56.26,1926.06,0
Male,0,No,No,51,Yes,No,DSL,Yes,No internet service,Yes,No,Yes,Yes,One year,Yes,Electronic check,40.01,2019.35,1
Male,1,No,No,18,Yes,No phone service,No,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),57.32,1099.75,0
Female,0,No,No,43,No,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),104.99,4454.71,0
Male,0,No,No,6,Yes,No,No,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,71.45,417.37,1
Male,1,No,No,43,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,143.84,6271.07,0
Male,0,Yes,No,67,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,47.08,3095.41,1
Female,0,No,No,33,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,84.56,2820.01,0
Male,0,No,No,65,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),76.67,5009.08,0
Male,0,Yes,No,68,Yes,No,Fiber optic,Yes,No,No,No internet service,Yes,No,Month-to-month,Yes,Mailed check,89.51,5990.54,1
Male,0,No,No,54,Yes,No,No,Yes,No internet service,Yes,No,No,No,Two year,No,Credit card (automatic),51.82,2767.5,0
Female,1,Yes,No,9,Yes,Yes,No,No,Yes,No,No internet service,No internet service,No,One year,No,Credit card (automatic),58.95,649.62,0
Male,0,Yes,No,41,Yes,No,DSL,Yes,No internet service,No,No internet service,No internet service,Yes,One year,Yes,Credit card (automatic),82.22,3382.21,0
Male,0,Yes,Yes,40,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Mailed check,54.86,2213.59,1
Female,0,Yes,Yes,68,No,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),18.0,1235.9,1
Female,0,No,No,9,Yes,Yes,DSL,No,Yes,No internet service,No,No,Yes,One year,No,Credit card (automatic),109.31,1085.93,0
Female,1,Yes,No,9,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Two year,No,Mailed check,96.64,821.07,0
Male,0,No,No,59,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),57.49,3357.99,1
Female,1,Yes,No,50,Yes,No,Fiber optic,No,No,No,Yes,No internet service,No,One year,No,Bank transfer (automatic),76.55,3821.96,0
Female,1,No,Yes,20,Yes,No,Fiber optic,Yes,No,No internet service,Yes,No,No,Month-to-month,No,Mailed check,100.2,2031.79,0
Male,0,No,No,7,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),110.33,780.0,1
Female,0,No,No,64,Yes,Yes,DSL,No,Yes,No,No,No internet service,Yes,Month-to-month,No,Electronic check,73.13,4689.42,0
Male,0,No,No,29,Yes,Yes,No,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,52.44,1493.15,0
Female,0,Yes,Yes,48,Yes,No,DSL,No internet service,No internet service,No,No,No,No,Two year,Yes,Credit card (automatic),113.93,5499.0,0
Female,0,No,No,8,Yes,Yes,Fiber optic,No,No,No internet service,No,No internet service,No internet service,Month-to-month,No,Mailed check,72.84,488.11,0
Male,1,No,No,16,No,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Electronic check,65.58,1021.9,0
Male,0,Yes,No,68,No,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,77.9,5256.14,0
Male,0,Yes,No,57,Yes,No,Fiber optic,No,No,No internet service,No,Yes,Yes,Month-to-month,No,Electronic check,104.64,5909.42,0
Male,0,No,No,56,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),68.84,3766.01,0
Female,0,No,No,61,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),99.58,6086.01,1
Female,0,No,No,51,Yes,No,Fiber optic,No,No,No,No,No,No internet service,One year,Yes,Electronic check,63.74,3272.22,0
Male,0,No,No,60,No,Yes,No,No,No,No internet service,Yes,No,Yes,Two year,No,Electronic check,88.27,5318.04,0
Female,0,No,No,39,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Credit card (automatic),41.56,1667.91,0
Male,0,No,No,37,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,102.09,3833.1,1
Female,0,Yes,No,42,Yes,No,Fiber optic,No internet service,No,No,Yes,No,No internet service,Two year,Yes,Mailed check,49.72,1986.28,0
Male,0,No,No,62,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,83.78,5225.91,0
Male,0,No,No,18,Yes,No,Fiber optic,No,No,No,No internet service,No,No internet service,One year,No,Credit card (automatic),25.4,466.32,0
